Invoice/Item Number;Date;Store Number;Store Name;Address;City;Zip Code;Store Location;County Number;County;Category;Category Name;Vendor Number;Vendor Name;Item Number;Item Description;Pack;Bottle Volume (ml);State Bottle Cost;State Bottle Retail;Bottles Sold;Sale (Dollars);Volume Sold (Liters);Volume Sold (Gallons);Long;Lat
INV-17296900014;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1011100;Blended Whiskies;260;DIAGEO AMERICAS;25608;Seagrams 7 Crown;6;1750;;;6;116,64;10,5;2,77;-93.603007;43.105833
INV-17286600034;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062400;Spiced Rum;35;BACARDI USA INC;43208;Bacardi Oakheart;6;1750;;;6;134,94;10,5;2,77;-95.385111;40.761736
INV-17286600041;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012300;Single Malt Scotch;420;MOET HENNESSY USA;4096;Ardbeg 10 Yr Islay Single Malt Scotch;6;750;;;2;79,48;1,5;0,39;-95.385111;40.761736
INV-17286400038;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;27783;Jim Beam Apple;12;750;;;2;31,5;1,5;0,39;-95.027238;40.739231
INV-17286500014;2019-02-01 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1031100;American Vodkas;260;DIAGEO AMERICAS;37996;Smirnoff 80prf;12;750;;;12;148,56;9;2,37;-95.385114;40.760282
INV-17296900012;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1062200;White Rum;35;BACARDI USA INC;43128;Bacardi Superior;6;1750;;;6;135;10,5;2,77;-93.603007;43.105833
INV-17286300003;2019-02-01 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;64866;Fireball Cinnamon Whiskey;12;750;;;12;162;9;2,37;-95.040293;40.724008
INV-17286400050;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1082200;Imported Schnapps;260;DIAGEO AMERICAS;69946;Rumple Minze Peppermint Schnapps Liqueur;12;750;;;2;39;1,5;0,39;-95.027238;40.739231
INV-17286600071;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081100;Coffee Liqueurs;370;PERNOD RICARD USA;67522;Kahlua Coffee Mini;12;500;;;1;9,9;0,5;0,13;-95.385111;40.761736
INV-17286400026;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1022200;100% Agave Tequila;240;William Grant & Sons Inc;88116;Milagro Silver Tequila;6;750;;;6;141,24;4,5;1,18;-95.027238;40.739231
INV-17286500005;2019-02-01 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;20248;Old Crow;6;1750;;;6;94,5;10,5;2,77;-95.385114;40.760282
INV-17305500010;2019-02-04 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1062200;White Rum;35;BACARDI USA INC;43120;Bacardi Superior PET;6;1750;;;6;135;10,5;2,77;-93.801917;43.098696
INV-17305500013;2019-02-04 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1031200;American Flavored Vodka;380;Phillips Beverage;41694;UV Blue Raspberry;12;1000;;;12;135;12;3,17;-93.801917;43.098696
INV-17286500008;2019-02-01 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1062400;Spiced Rum;259;Heaven Hill Brands;43026;Admiral Nelson Spiced Rum;12;750;;;12;104,04;9;2,37;-95.385114;40.760282
INV-17286300021;2019-02-01 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1081500;Triple Sec;434;LUXCO INC;86506;Paramount Triple Sec;12;750;;;6;30,78;4,5;1,18;-95.040293;40.724008
INV-17296900025;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1031100;American Vodkas;421;SAZERAC COMPANY  INC;37418;Popov 80prf;6;1750;;;6;76,5;10,5;2,77;-93.603007;43.105833
INV-17286400047;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1082000;Imported Cordials & Liqueurs;192;Mast-Jagermeister US, Inc;65251;Jagermeister Liqueur Mini;5;1200;;;1;44,3;1,2;0,31;-95.027238;40.739231
INV-17286500009;2019-02-01 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26828;Jack Daniels Old #7 Black Label;6;1750;;;6;276,12;10,5;2,77;-95.385114;40.760282
INV-17286200018;2019-02-01 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1062500;Flavored Rum;305;Mhw LTD;42204;Blue Chair Bay Banana;12;750;;;2;28,26;1,5;0,39;-95.037849;40.726808
INV-17286600082;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1022100;Mixto Tequila;395;PROXIMO;89194;Jose Cuervo Especial Reposado Flask;24;375;;;2;16,5;0,75;0,19;-95.385111;40.761736
INV-17286400054;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081600;Whiskey Liqueur;395;PROXIMO;86821;Old Camp Peach Pecan Whiskey;12;750;;;4;65;3;0,79;-95.027238;40.739231
INV-17305500003;2019-02-04 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1062200;White Rum;35;BACARDI USA INC;43127;Bacardi Superior;12;1000;;;12;171;12;3,17;-93.801917;43.098696
INV-17296900028;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;64865;Fireball Cinnamon Whiskey PET;12;750;;;12;161,64;9;2,37;-93.603007;43.105833
INV-17297000007;2019-02-01 00:00:00;4780;Casey's General Store #3043 / Britt;576, N Main Ave;Britt;50423;POINT (-93.802043 43.102653);41;HANCOCK;1031100;American Vodkas;297;Laird & Company;35918;Five O'Clock Vodka;6;1750;;;6;64,8;10,5;2,77;-93.802043;43.102653
INV-17286400041;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1062400;Spiced Rum;259;Heaven Hill Brands;43026;Admiral Nelson Spiced Rum;12;750;;;4;34,68;3;0,79;-95.027238;40.739231
INV-17286400046;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081200;Cream Liqueurs;300;McCormick Distilling Co.;65200;Tequila Rose Liqueur;12;750;;;2;29,98;1,5;0,39;-95.027238;40.739231
INV-17297000003;2019-02-01 00:00:00;4780;Casey's General Store #3043 / Britt;576, N Main Ave;Britt;50423;POINT (-93.802043 43.102653);41;HANCOCK;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;64865;Fireball Cinnamon Whiskey PET;12;750;;;24;323,28;18;4,75;-93.802043;43.102653
INV-17286400002;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;10792;Crown Royal Vanilla;12;1000;;;12;340,08;12;3,17;-95.027238;40.739231
INV-17286500025;2019-02-01 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;86884;Southern Comfort;24;375;;;24;172,08;9;2,37;-95.385114;40.760282
INV-17297100001;2019-02-01 00:00:00;5379;Yesway Store # 1036/ Kanawha;102 North Main Street;Kanawha;50447;POINT (-93.793182 42.934461);41;HANCOCK;1062500;Flavored Rum;35;BACARDI USA INC;43137;Bacardi Limon;12;1000;;;24;342;24;6,34;-93.793182;42.934461
INV-17286400004;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11297;Crown Royal;12;1000;;;24;680,16;24;6,34;-95.027238;40.739231
INV-17286200009;2019-02-01 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1031100;American Vodkas;421;SAZERAC COMPANY  INC;37418;Popov 80prf;6;1750;;;6;76,5;10,5;2,77;-95.037849;40.726808
INV-17286600032;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;64865;Fireball Cinnamon Whiskey PET;12;750;;;12;161,64;9;2,37;-95.385111;40.761736
INV-17286400039;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1042100;Imported Dry Gins;260;DIAGEO AMERICAS;28867;Tanqueray Gin;12;1000;;;3;69,75;3;0,79;-95.027238;40.739231
INV-17286600023;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081100;Coffee Liqueurs;370;PERNOD RICARD USA;67526;Kahlua Coffee;12;750;;;12;224,88;9;2,37;-95.385111;40.761736
INV-17286300015;2019-02-01 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19066;Jim Beam;12;750;;;12;189;9;2,37;-95.040293;40.724008
INV-17286600063;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26823;Jack Daniels Old #7 Black Label;48;200;;;5;31,75;1;0,26;-95.385111;40.761736
INV-17286300025;2019-02-01 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11298;Crown Royal;6;1750;;;2;95,98;3,5;0,92;-95.040293;40.724008
INV-17296900029;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1082200;Imported Schnapps;260;DIAGEO AMERICAS;69946;Rumple Minze Peppermint Schnapps Liqueur;12;750;;;4;78;3;0,79;-93.603007;43.105833
INV-17286500024;2019-02-01 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1011100;Blended Whiskies;260;DIAGEO AMERICAS;25604;Seagrams 7 Crown;12;375;;;24;126;9;2,37;-95.385114;40.760282
INV-17286600013;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;229;DEHNER DISTILLERY;36873;Blue Ox Vodka;12;750;;;12;54;9;2,37;-95.385111;40.761736
INV-17286600061;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;86883;Southern Comfort;48;200;;;2;7,92;0,4;0,1;-95.385111;40.761736
INV-17286700003;2019-02-01 00:00:00;4937;ROCSTOP;1310 W Sheridan Ave;Shenandoah;51601;POINT (-95.38464 40.765869);73;PAGE;1031100;American Vodkas;300;McCormick Distilling Co.;36908;Mccormick Vodka Pet;6;1750;;;6;67,26;10,5;2,77;-95.38464;40.765869
INV-17305500024;2019-02-04 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1011600;Straight Rye Whiskies;255;Infinium Spirits;26781;Templeton Rye Rare Cask Strength;6;750;;;6;269,94;4,5;1,18;-93.801917;43.098696
INV-17286600021;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062200;White Rum;35;BACARDI USA INC;43128;Bacardi Superior;6;1750;;;6;135;10,5;2,77;-95.385111;40.761736
INV-17286400021;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;64867;Fireball Cinnamon Whiskey;12;1000;;;12;204,12;12;3,17;-95.027238;40.739231
INV-17286200007;2019-02-01 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1062400;Spiced Rum;259;Heaven Hill Brands;43026;Admiral Nelson Spiced Rum;12;750;;;12;104,04;9;2,37;-95.037849;40.726808
INV-17286400006;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;85;Brown Forman Corp.;12478;Canadian Mist Canadian Why Pet;6;1750;;;6;99,54;10,5;2,77;-95.027238;40.739231
INV-17286600006;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;55;SAZERAC NORTH AMERICA;35318;Barton Vodka;6;1750;;;6;62,28;10,5;2,77;-95.385111;40.761736
INV-17296900027;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;64858;Fireball Cinnamon Whiskey Mini Dispenser;1;3000;;;3;135;9;2,37;-93.603007;43.105833
INV-17286600042;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012200;Scotch Whiskies;35;BACARDI USA INC;4868;Dewars White Label Scotch;6;1750;;;2;79,5;3,5;0,92;-95.385111;40.761736
INV-17296900013;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1062100;Gold Rum;35;BACARDI USA INC;43038;Bacardi Gold;6;1750;;;6;135;10,5;2,77;-93.603007;43.105833
INV-17286600012;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;421;SAZERAC COMPANY  INC;37418;Popov 80prf;6;1750;;;6;76,5;10,5;2,77;-95.385111;40.761736
INV-17296900009;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1062400;Spiced Rum;259;Heaven Hill Brands;43028;Admiral Nelson Spiced Rum;6;1750;;;6;103,98;10,5;2,77;-93.603007;43.105833
INV-17286600059;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;10804;Crown Royal Regal Apple;44;200;;;4;28,32;0,8;0,21;-95.385111;40.761736
INV-17296900001;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1012100;Canadian Whiskies;55;SAZERAC NORTH AMERICA;12404;Canadian Ltd Whisky;24;375;;;48;147,84;18;4,75;-93.603007;43.105833
INV-17286300012;2019-02-01 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1011100;Blended Whiskies;434;LUXCO INC;24158;Hawkeye Blended Whiskey;6;1750;;;6;68,58;10,5;2,77;-95.040293;40.724008
INV-17305500018;2019-02-04 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1081500;Triple Sec;434;LUXCO INC;86507;Paramount Triple Sec;12;1000;;;1;5,76;1;0,26;-93.801917;43.098696
INV-17296900011;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1032100;Imported Vodkas;370;PERNOD RICARD USA;34008;Absolut Swedish Vodka 80prf;6;1750;;;6;179,94;10,5;2,77;-93.603007;43.105833
INV-17286600067;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11290;Crown Royal Mini;10;300;;;2;22,06;0,6;0,15;-95.385111;40.761736
INV-17286300010;2019-02-01 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1012100;Canadian Whiskies;55;SAZERAC NORTH AMERICA;12406;Canadian Ltd Whisky;12;750;;;12;78,12;9;2,37;-95.040293;40.724008
INV-17286600015;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011100;Blended Whiskies;260;DIAGEO AMERICAS;25608;Seagrams 7 Crown;6;1750;;;6;116,64;10,5;2,77;-95.385111;40.761736
INV-17286600050;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1082200;Imported Schnapps;421;SAZERAC COMPANY  INC;69666;Dr McGillicuddys Raw Vanilla;12;750;;;3;38,97;2,25;0,59;-95.385111;40.761736
INV-17286200003;2019-02-01 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19066;Jim Beam;12;750;;;12;189;9;2,37;-95.037849;40.726808
INV-17286400017;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1062500;Flavored Rum;370;PERNOD RICARD USA;42717;Malibu Coconut Rum;12;1000;;;12;197,88;12;3,17;-95.027238;40.739231
INV-17286500013;2019-02-01 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19068;Jim Beam;6;1750;;;6;189;10,5;2,77;-95.385114;40.760282
INV-17286500022;2019-02-01 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19064;Jim Beam;24;375;;;24;198;9;2,37;-95.385114;40.760282
INV-17241900001;2019-01-30 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1051100;American Brandies;259;Heaven Hill Brands;52316;Christian Bros Brandy;12;750;;;1;8,88;0,75;0,19;-95.040293;40.724008
INV-17286400048;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1082000;Imported Cordials & Liqueurs;192;Mast-Jagermeister US, Inc;65254;Jagermeister Liqueur;24;375;;;6;58,68;2,25;0,59;-95.027238;40.739231
INV-17286400001;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;65;Jim Beam Brands;10627;Canadian Club Whisky;12;1000;;;12;174,84;12;3,17;-95.027238;40.739231
INV-17305500025;2019-02-04 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26826;Jack Daniels Old #7 Black Label;12;750;;;12;280,32;9;2,37;-93.801917;43.098696
INV-17286700010;2019-02-01 00:00:00;4937;ROCSTOP;1310 W Sheridan Ave;Shenandoah;51601;POINT (-95.38464 40.765869);73;PAGE;1031100;American Vodkas;300;McCormick Distilling Co.;36904;Mccormick Vodka Pet;24;375;;;24;64,8;9;2,37;-95.38464;40.765869
INV-17286600080;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011100;Blended Whiskies;297;Laird & Company;23824;Five Star;24;375;;;2;6,28;0,75;0,19;-95.385111;40.761736
INV-17286600020;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;64868;Fireball Cinnamon Whiskey;6;1750;;;6;138;10,5;2,77;-95.385111;40.761736
INV-17305500023;2019-02-04 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1071100;Cocktails /RTD;35;BACARDI USA INC;56843;Bacardi Party Drinks Zombie;6;1750;;;1;10,47;1,75;0,46;-93.801917;43.098696
INV-17296900021;2019-02-01 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1031100;American Vodkas;461;Skyy Spirits Inc;37988;Skyy Vodka;6;1750;;;6;154,38;10,5;2,77;-93.603007;43.105833
INV-17286600072;2019-02-01 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;64864;Fireball Cinnamon Whisky;24;375;;;2;16;0,75;0,19;-95.385111;40.761736
INV-17286500003;2019-02-01 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11296;Crown Royal;12;750;;;12;280,68;9;2,37;-95.385114;40.760282
INV-17286200013;2019-02-01 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011100;Blended Whiskies;65;Jim Beam Brands;24456;Kessler Blend Whiskey;12;750;;;12;99,24;9;2,37;-95.037849;40.726808
INV-17286400022;2019-02-01 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031200;American Flavored Vodka;260;DIAGEO AMERICAS;77683;Smirnoff Kissed Caramel;12;750;;;12;148,56;9;2,37;-95.027238;40.739231
INV-17305500011;2019-02-04 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1041100;American Dry Gins;434;LUXCO INC;31658;Paramount Gin;6;1750;;;6;64,02;10,5;2,77;-93.801917;43.098696
INV-17286300018;2019-02-01 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1011200;Straight Bourbon Whiskies;421;SAZERAC COMPANY  INC;16516;Ancient Age Bourbon;12;750;;;6;55,44;4,5;1,18;-95.040293;40.724008
INV-17286300001;2019-02-01 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1062200;White Rum;35;BACARDI USA INC;43128;Bacardi Superior;6;1750;;;6;135;10,5;2,77;-95.040293;40.724008
INV-17286200024;2019-02-01 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1012100;Canadian Whiskies;65;Jim Beam Brands;10626;Canadian Club Whisky;12;750;;;12;144;9;2,37;-95.037849;40.726808
